date,vendor_id,city,market,product_category,day_of_week,month,month_num,is_weekend,is_holiday,rain_season,is_big_market_day,is_payday_period,n_transactions,avg_transaction_value_xaf,daily_revenue_xaf
2025-09-06,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,September,9,1,0,1,1,0,14,1851.0,25913.0
2025-09-07,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,September,9,1,0,1,0,0,9,1685.0,15166.0
2025-09-08,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,September,9,0,0,1,0,0,11,1427.0,15695.0
2025-09-09,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,September,9,0,0,1,0,0,3,3635.0,10906.0
2025-09-10,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,September,9,0,0,1,0,0,8,2078.0,16622.0
2025-09-11,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,September,9,0,0,1,0,0,13,1383.0,17974.0
2025-09-12,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,September,9,0,0,1,0,0,11,1944.0,21381.0
2025-09-13,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,September,9,1,0,1,0,0,10,2052.0,20520.0
2025-09-14,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,September,9,1,0,1,0,0,15,1349.0,20235.0
2025-09-15,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,September,9,0,0,1,0,0,8,1495.0,11959.0
2025-09-16,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,September,9,0,0,1,0,0,3,3464.0,10393.0
2025-09-17,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,September,9,0,0,1,0,0,8,2348.0,18788.0
2025-09-18,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,September,9,0,0,1,0,0,9,1940.0,17460.0
2025-09-19,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,September,9,0,0,1,0,0,11,1890.0,20792.0
2025-09-20,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,September,9,1,0,1,1,0,14,1595.0,22330.0
2025-09-21,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,September,9,1,0,1,0,0,12,1544.0,18524.0
2025-09-22,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,September,9,0,0,1,0,0,8,1843.0,14742.0
2025-09-23,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,September,9,0,0,1,0,0,4,2711.0,10845.0
2025-09-24,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,September,9,0,0,1,0,0,7,2250.0,15749.0
2025-09-25,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,September,9,0,0,1,0,0,10,1546.0,15464.0
2025-09-26,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,September,9,0,0,1,0,0,8,2396.0,19167.0
2025-09-27,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,September,9,1,0,1,0,0,11,2079.0,22865.0
2025-09-28,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,September,9,1,0,1,0,1,17,1519.0,25830.0
2025-09-29,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,September,9,0,0,1,0,1,7,1747.0,12231.0
2025-09-30,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,September,9,0,0,1,0,1,9,1224.0,11020.0
2025-10-01,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,0,14,1147.0,16061.0
2025-10-02,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,0,10,1679.0,16790.0
2025-10-03,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,0,12,1743.0,20922.0
2025-10-04,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,October,10,1,0,1,1,0,22,1636.0,35981.0
2025-10-05,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,October,10,1,0,1,0,0,11,1805.0,19853.0
2025-10-06,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,October,10,0,0,1,0,0,6,1990.0,11939.0
2025-10-07,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,October,10,0,0,1,0,0,14,1692.0,23688.0
2025-10-08,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,0,6,2216.0,13298.0
2025-10-09,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,0,6,3199.0,19192.0
2025-10-10,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,0,6,2659.0,15952.0
2025-10-11,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,October,10,1,0,1,0,0,9,2093.0,18841.0
2025-10-12,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,October,10,1,0,1,0,0,9,2042.0,18375.0
2025-10-13,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,October,10,0,0,1,0,0,8,2061.0,16490.0
2025-10-14,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,October,10,0,0,1,0,0,12,1534.0,18411.0
2025-10-15,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,0,7,1628.0,11393.0
2025-10-16,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,0,6,2614.0,15685.0
2025-10-17,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,0,10,1771.0,17708.0
2025-10-18,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,October,10,1,0,1,1,0,16,1826.0,29212.0
2025-10-19,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,October,10,1,0,1,0,0,9,1840.0,16556.0
2025-10-20,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,October,10,0,0,1,0,0,5,2496.0,12482.0
2025-10-21,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,October,10,0,0,1,0,0,5,3852.0,19258.0
2025-10-22,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,0,6,3243.0,19457.0
2025-10-23,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,0,7,2180.0,15263.0
2025-10-24,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,0,7,2231.0,15618.0
2025-10-25,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,October,10,1,0,1,0,0,12,1928.0,23136.0
2025-10-26,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,October,10,1,0,1,0,0,13,1539.0,20002.0
2025-10-27,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,October,10,0,0,1,0,0,4,2765.0,11060.0
2025-10-28,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,October,10,0,0,1,0,0,8,1706.0,13648.0
2025-10-29,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,1,8,2098.0,16786.0
2025-10-30,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,1,11,1721.0,18934.0
2025-10-31,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,1,15,2075.0,31120.0
2025-11-01,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,1,0,12,2157.0,25887.0
2025-11-02,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,0,11,1293.0,14220.0
2025-11-03,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,November,11,0,0,0,0,0,4,2853.0,11410.0
2025-11-04,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,November,11,0,0,0,0,0,7,2715.0,19007.0
2025-11-05,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,November,11,0,0,0,0,0,7,2545.0,17815.0
2025-11-06,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,November,11,0,0,0,0,0,7,2943.0,20604.0
2025-11-07,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,November,11,0,0,0,0,0,7,2096.0,14675.0
2025-11-08,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,0,0,16,1838.0,29414.0
2025-11-09,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,0,12,1507.0,18080.0
2025-11-10,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,November,11,0,0,0,0,0,13,1618.0,21029.0
2025-11-11,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,November,11,0,0,0,0,0,6,2235.0,13408.0
2025-11-12,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,November,11,0,0,0,0,0,7,1761.0,12330.0
2025-11-13,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,November,11,0,0,0,0,0,7,1754.0,12277.0
2025-11-14,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,November,11,0,0,0,0,0,17,1698.0,28869.0
2025-11-15,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,1,0,15,1785.0,26779.0
2025-11-16,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,0,17,1512.0,25711.0
2025-11-17,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,November,11,0,0,0,0,0,7,1701.0,11909.0
2025-11-18,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,November,11,0,0,0,0,0,9,1620.0,14578.0
2025-11-19,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,November,11,0,0,0,0,0,4,4165.0,16659.0
2025-11-20,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,November,11,0,0,0,0,0,8,1933.0,15463.0
2025-11-21,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,November,11,0,0,0,0,0,9,1727.0,15542.0
2025-11-22,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,0,0,8,2346.0,18769.0
2025-11-23,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,0,11,2223.0,24451.0
2025-11-24,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,November,11,0,0,0,0,0,5,3164.0,15820.0
2025-11-25,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,November,11,0,0,0,0,0,11,1983.0,21816.0
2025-11-26,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,November,11,0,0,0,0,0,9,1757.0,15817.0
2025-11-27,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,November,11,0,0,0,0,0,7,2624.0,18365.0
2025-11-28,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,November,11,0,0,0,0,1,11,2102.0,23117.0
2025-11-29,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,0,1,13,1612.0,20951.0
2025-11-30,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,1,12,1728.0,20730.0
2025-12-01,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,0,7,2105.0,14737.0
2025-12-02,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,0,11,1946.0,21402.0
2025-12-03,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,0,5,2349.0,11746.0
2025-12-04,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,December,12,0,0,0,0,0,11,1637.0,18012.0
2025-12-05,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,December,12,0,0,0,0,0,11,1504.0,16543.0
2025-12-06,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,December,12,1,0,0,1,0,14,1515.0,21216.0
2025-12-07,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,December,12,1,0,0,0,0,7,2164.0,15146.0
2025-12-08,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,0,9,1920.0,17281.0
2025-12-09,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,0,10,1737.0,17374.0
2025-12-10,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,0,13,1508.0,19598.0
2025-12-11,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,December,12,0,0,0,0,0,9,1686.0,15171.0
2025-12-12,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,December,12,0,0,0,0,0,8,1911.0,15287.0
2025-12-13,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,December,12,1,0,0,0,0,16,1788.0,28613.0
2025-12-14,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,December,12,1,0,0,0,0,11,1892.0,20814.0
2025-12-15,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,0,9,1943.0,17483.0
2025-12-16,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,0,9,1533.0,13794.0
2025-12-17,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,0,7,1725.0,12073.0
2025-12-18,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,December,12,0,0,0,0,0,10,1365.0,13646.0
2025-12-19,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,December,12,0,0,0,0,0,10,1920.0,19197.0
2025-12-20,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,December,12,1,0,0,1,0,13,2414.0,31385.0
2025-12-21,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,December,12,1,0,0,0,0,11,1553.0,17084.0
2025-12-22,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,0,9,1853.0,16679.0
2025-12-23,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,0,7,1681.0,11765.0
2025-12-24,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,0,9,1964.0,17678.0
2025-12-25,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,December,12,0,1,0,0,0,12,2137.0,25646.0
2025-12-26,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,December,12,0,0,0,0,0,5,3671.0,18356.0
2025-12-27,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,December,12,1,0,0,0,0,16,1821.0,29140.0
2025-12-28,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,December,12,1,0,0,0,0,4,3547.0,14190.0
2025-12-29,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,1,9,1558.0,14023.0
2025-12-30,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,1,7,2334.0,16341.0
2025-12-31,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,1,6,2486.0,14918.0
2026-01-01,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,1,0,0,0,5,2906.0,14529.0
2026-01-02,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,0,10,1659.0,16594.0
2026-01-03,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,1,0,14,2020.0,28282.0
2026-01-04,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,January,1,1,0,0,0,0,14,2079.0,29107.0
2026-01-05,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,January,1,0,0,0,0,0,13,1354.0,17603.0
2026-01-06,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,January,1,0,0,0,0,0,6,1884.0,11307.0
2026-01-07,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,January,1,0,0,0,0,0,6,2361.0,14165.0
2026-01-08,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,0,0,0,0,8,2274.0,18193.0
2026-01-09,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,0,9,2045.0,18402.0
2026-01-10,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,0,0,10,2309.0,23089.0
2026-01-11,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,January,1,1,0,0,0,0,14,1583.0,22165.0
2026-01-12,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,January,1,0,0,0,0,0,7,2168.0,15178.0
2026-01-13,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,January,1,0,0,0,0,0,5,2642.0,13211.0
2026-01-14,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,January,1,0,0,0,0,0,15,1584.0,23766.0
2026-01-15,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,0,0,0,0,8,1769.0,14152.0
2026-01-16,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,0,11,1714.0,18850.0
2026-01-17,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,1,0,20,1607.0,32133.0
2026-01-18,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,January,1,1,0,0,0,0,9,1831.0,16480.0
2026-01-19,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,January,1,0,0,0,0,0,3,3472.0,10415.0
2026-01-20,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,January,1,0,0,0,0,0,7,2512.0,17586.0
2026-01-21,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,January,1,0,0,0,0,0,7,1909.0,13364.0
2026-01-22,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,0,0,0,0,8,2332.0,18655.0
2026-01-23,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,0,4,2688.0,10753.0
2026-01-24,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,0,0,17,1805.0,30678.0
2026-01-25,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,January,1,1,0,0,0,0,11,2216.0,24374.0
2026-01-26,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,January,1,0,0,0,0,0,6,1770.0,10622.0
2026-01-27,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,January,1,0,0,0,0,0,9,1740.0,15661.0
2026-01-28,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,January,1,0,0,0,0,0,11,1672.0,18391.0
2026-01-29,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,0,0,0,1,12,1697.0,20366.0
2026-01-30,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,1,15,1689.0,25329.0
2026-01-31,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,0,1,21,1621.0,34050.0
2026-02-01,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,February,2,1,0,0,0,0,10,1709.0,17088.0
2026-02-02,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,February,2,0,0,0,0,0,5,2669.0,13347.0
2026-02-03,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,February,2,0,0,0,0,0,8,1656.0,13248.0
2026-02-04,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,February,2,0,0,0,0,0,10,1676.0,16764.0
2026-02-05,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,February,2,0,0,0,0,0,8,1976.0,15807.0
2026-02-06,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,February,2,0,0,0,0,0,9,2590.0,23312.0
2026-02-07,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,February,2,1,0,0,1,0,16,1829.0,29268.0
2026-02-08,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,February,2,1,0,0,0,0,9,2444.0,21995.0
2026-02-09,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,February,2,0,0,0,0,0,10,1867.0,18673.0
2026-02-10,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,February,2,0,0,0,0,0,7,2248.0,15736.0
2026-02-11,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,February,2,0,1,0,0,0,11,1946.0,21411.0
2026-02-12,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,February,2,0,0,0,0,0,8,2558.0,20465.0
2026-02-13,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,February,2,0,0,0,0,0,12,1731.0,20767.0
2026-02-14,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,February,2,1,0,0,0,0,12,1990.0,23879.0
2026-02-15,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,February,2,1,0,0,0,0,10,1799.0,17992.0
2026-02-16,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,February,2,0,0,0,0,0,7,1471.0,10300.0
2026-02-17,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,February,2,0,0,0,0,0,7,1965.0,13757.0
2026-02-18,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,February,2,0,0,0,0,0,8,2076.0,16610.0
2026-02-19,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,February,2,0,0,0,0,0,4,4020.0,16079.0
2026-02-20,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,February,2,0,0,0,0,0,14,1640.0,22955.0
2026-02-21,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,February,2,1,0,0,1,0,11,1950.0,21453.0
2026-02-22,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Sunday,February,2,1,0,0,0,0,8,1924.0,15392.0
2026-02-23,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Monday,February,2,0,0,0,0,0,10,1603.0,16034.0
2026-02-24,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Tuesday,February,2,0,0,0,0,0,12,1530.0,18355.0
2026-02-25,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Wednesday,February,2,0,0,0,0,0,6,2490.0,14938.0
2026-02-26,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Thursday,February,2,0,0,0,0,1,11,1686.0,18545.0
2026-02-27,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Friday,February,2,0,0,0,0,1,13,1427.0,18553.0
2026-02-28,V002,Buea,Mile 17 Motor Park Market,Fruits (Mango/Avocado/Pineapple),Saturday,February,2,1,0,0,0,1,18,1854.0,33379.0
